"STATISTIC","Statistic Label","TLIST(A1)","Year","C01912V02351","Type of Non Residential Building","C01921V02511","Type of Construction","UNIT","VALUE"
"BHA07C2","Total Floor Area for which Permission Granted","2005","2005","213","Office development, buildings for financing and insurance","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2005","2005","214","Creche","-","All types of construction","000 Sq Metres","93"
"BHA07C2","Total Floor Area for which Permission Granted","2005","2005","214","Creche","1","New construction","000 Sq Metres","89"
"BHA07C2","Total Floor Area for which Permission Granted","2005","2005","214","Creche","2","Extensions","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2005","2005","214","Creche","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","200","All non residential buildings","-","All types of construction","000 Sq Metres","7315"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","200","All non residential buildings","1","New construction","000 Sq Metres","6224"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","200","All non residential buildings","2","Extensions","000 Sq Metres","1091"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","200","All non residential buildings","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","-","All types of construction","000 Sq Metres","2149"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","1","New construction","000 Sq Metres","1945"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","2","Extensions","000 Sq Metres","204"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","202","Buildings for mining, energy and water","-","All types of construction","000 Sq Metres","18"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","202","Buildings for mining, energy and water","1","New construction","000 Sq Metres","17"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","202","Buildings for mining, energy and water","2","Extensions","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","202","Buildings for mining, energy and water","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","203","Buildings for industry and manufacturing handicraft","-","All types of construction","000 Sq Metres","1257"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","203","Buildings for industry and manufacturing handicraft","1","New construction","000 Sq Metres","1089"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","203","Buildings for industry and manufacturing handicraft","2","Extensions","000 Sq Metres","169"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","203","Buildings for industry and manufacturing handicraft","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","204","Hotels, restaurants and cafes","-","All types of construction","000 Sq Metres","466"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","204","Hotels, restaurants and cafes","1","New construction","000 Sq Metres","330"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","204","Hotels, restaurants and cafes","2","Extensions","000 Sq Metres","136"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","205","Buildings for transport","-","All types of construction","000 Sq Metres","302"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","205","Buildings for transport","1","New construction","000 Sq Metres","284"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","205","Buildings for transport","2","Extensions","000 Sq Metres","17"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","205","Buildings for transport","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","000 Sq Metres","1718"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","206","Buildings for trade and administration buildings for other economic activities","1","New construction","000 Sq Metres","1476"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","000 Sq Metres","242"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","207","Public administration and public buildings for special purposes","-","All types of construction","000 Sq Metres","26"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","207","Public administration and public buildings for special purposes","1","New construction","000 Sq Metres","24"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","207","Public administration and public buildings for special purposes","2","Extensions","000 Sq Metres","2"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","208","Buildings for health and welfare","-","All types of construction","000 Sq Metres","267"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","208","Buildings for health and welfare","1","New construction","000 Sq Metres","205"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","208","Buildings for health and welfare","2","Extensions","000 Sq Metres","62"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","208","Buildings for health and welfare","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","209","Buildings for entertainment and recreation","-","All types of construction","000 Sq Metres","239"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","209","Buildings for entertainment and recreation","1","New construction","000 Sq Metres","196"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","209","Buildings for entertainment and recreation","2","Extensions","000 Sq Metres","43"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","209","Buildings for entertainment and recreation","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","210","Buildings for education, culture, science and research","-","All types of construction","000 Sq Metres","242"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","210","Buildings for education, culture, science and research","1","New construction","000 Sq Metres","78"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","210","Buildings for education, culture, science and research","2","Extensions","000 Sq Metres","164"
"BHA07C2","Total Floor Area for which Permission Granted","2006","2006","210","Buildings for education, culture, science and research","3","Alteration, conversion and renovation","000 Sq Metres",""
